Week.Ending.Date,Area,Metric,age_0_17,age_18_19,age_18_49,age_20_29,age_30_39,age_40_49,age_50_59,age_50_64,age_60_69,age_65plus,age_70_79,age_80plus,age_unknown
2020-08-22,Region 7,Deaths,0,0,0,0,0,0,0,0,0,16,8,8,0
2020-08-22,Region 7,Hospitalization,0,0,<5,<5,0,0,<5,<5,<5,11,6,<5,0
2020-08-22,Region 8,Case Count,12,8,92,34,26,24,17,33,24,48,16,8,0
2020-08-22,Region 8,Deaths,0,0,<5,0,<5,0,0,0,0,<5,<5,<5,0
2020-08-22,Region 8,Hospitalization,0,0,<5,<5,0,0,0,<5,<5,<5,<5,0,0
2020-08-29,Region 1,Case Count,84,138,637,264,120,115,114,173,93,168,45,30,0
2020-08-29,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,10,5,<5,0
2020-08-29,Region 1,Hospitalization,0,0,8,<5,<5,<5,<5,11,11,26,7,8,0
2020-08-29,Region 2N,Case Count,239,122,1323,542,339,320,346,484,234,486,145,107,<5
2020-08-29,Region 2N,Deaths,0,0,<5,0,0,<5,0,<5,7,37,12,18,0
2020-08-29,Region 2N,Hospitalization,<5,0,15,<5,<5,7,8,19,13,52,15,24,0
2020-08-29,Region 2S,Case Count,233,165,1168,454,284,265,275,388,191,338,92,55,<5
2020-08-29,Region 2S,Deaths,0,0,<5,0,<5,<5,<5,9,8,32,12,12,0
2020-08-29,Region 2S,Hospitalization,5,<5,18,5,<5,9,15,21,16,43,17,10,0
2020-08-29,Region 3,Case Count,30,43,416,159,107,107,110,157,92,184,54,38,0
2020-08-29,Region 3,Deaths,0,0,0,0,0,0,<5,<5,<5,7,<5,<5,0
2020-08-29,Region 3,Hospitalization,<5,0,<5,0,<5,<5,6,7,7,22,9,6,0
2020-08-29,Region 5,Case Count,63,60,522,182,148,132,116,164,89,191,65,37,0
2020-08-29,Region 5,Deaths,0,0,<5,0,0,<5,0,0,<5,9,<5,6,0
2020-08-29,Region 5,Hospitalization,<5,0,<5,<5,0,<5,<5,5,8,22,7,7,0
2020-08-29,Region 6,Case Count,101,216,1258,596,220,226,181,243,114,217,60,43,0
2020-08-29,Region 6,Deaths,0,0,0,0,0,0,0,<5,<5,20,5,12,0
2020-08-29,Region 6,Hospitalization,<5,0,9,<5,<5,<5,<5,<5,<5,10,<5,5,0
2020-08-29,Region 7,Case Count,10,13,114,50,28,23,17,26,23,43,13,7,0
2020-08-29,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-08-29,Region 7,Hospitalization,0,0,0,0,0,0,0,0,<5,5,<5,<5,0
2020-08-29,Region 8,Case Count,6,12,104,51,20,21,24,34,26,44,16,<5,0
2020-08-29,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,0,0
2020-08-29,Region 8,Hospitalization,0,0,<5,0,<5,0,<5,<5,<5,5,<5,0,0
2020-09-05,Region 1,Case Count,74,220,867,439,95,113,131,183,96,185,45,44,0
2020-09-05,Region 1,Deaths,0,0,<5,0,0,<5,<5,<5,<5,10,0,6,0
2020-09-05,Region 1,Hospitalization,0,0,<5,<5,0,<5,6,14,14,21,<5,<5,0
2020-09-05,Region 2N,Case Count,171,113,1064,433,293,225,274,414,229,385,97,59,0
2020-09-05,Region 2N,Deaths,0,0,<5,0,0,<5,<5,<5,6,16,8,<5,0
2020-09-05,Region 2N,Hospitalization,0,0,9,<5,<5,6,8,14,17,37,10,10,0
2020-09-05,Region 2S,Case Count,208,127,1129,449,282,271,227,317,161,280,64,55,<5
2020-09-05,Region 2S,Deaths,0,0,<5,0,0,<5,<5,<5,6,24,10,8,0
2020-09-05,Region 2S,Hospitalization,<5,0,23,7,5,11,<5,9,11,30,11,8,0
2020-09-05,Region 3,Case Count,41,47,389,143,98,101,92,130,80,168,60,28,0
2020-09-05,Region 3,Deaths,0,0,0,0,0,0,<5,<5,<5,17,6,10,0
2020-09-05,Region 3,Hospitalization,<5,0,6,<5,<5,<5,<5,9,9,32,15,8,0
2020-09-05,Region 5,Case Count,58,32,424,158,126,108,129,172,71,167,60,36,0
2020-09-05,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,12,5,6,0
2020-09-05,Region 5,Hospitalization,0,0,<5,<5,<5,<5,7,11,5,22,9,8,0
2020-09-05,Region 6,Case Count,117,268,1270,609,234,159,161,226,123,212,57,32,0
2020-09-05,Region 6,Deaths,0,0,<5,0,0,<5,<5,<5,<5,13,<5,9,0
2020-09-05,Region 6,Hospitalization,<5,<5,7,<5,<5,<5,<5,5,6,17,<5,8,0
2020-09-05,Region 7,Case Count,11,10,112,36,37,29,25,36,21,45,16,8,0
2020-09-05,Region 7,Deaths,0,0,0,0,0,0,0,<5,<5,<5,0,<5,0
2020-09-05,Region 7,Hospitalization,0,0,<5,0,<5,0,<5,<5,<5,9,<5,<5,0
2020-09-05,Region 8,Case Count,<5,46,150,73,16,15,15,24,18,41,11,12,0
2020-09-05,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-09-05,Region 8,Hospitalization,0,0,0,0,0,0,0,0,<5,5,<5,<5,0
2020-09-12,Region 1,Case Count,90,290,1262,636,151,185,163,227,95,187,65,27,0
2020-09-12,Region 1,Deaths,0,0,0,0,0,0,0,<5,<5,11,6,<5,0
2020-09-12,Region 1,Hospitalization,<5,0,7,<5,<5,5,11,16,8,22,10,<5,0
2020-09-12,Region 2N,Case Count,149,129,991,420,252,190,275,366,182,340,99,59,<5
2020-09-12,Region 2N,Deaths,0,0,0,0,0,0,<5,<5,<5,18,7,10,0
2020-09-12,Region 2N,Hospitalization,<5,0,11,<5,5,<5,7,10,10,32,11,11,0
2020-09-12,Region 2S,Case Count,185,117,955,404,234,200,237,304,140,261,70,51,0
2020-09-12,Region 2S,Deaths,0,0,<5,0,<5,0,5,7,7,21,<5,11,0
2020-09-12,Region 2S,Hospitalization,<5,0,11,<5,<5,5,11,18,12,29,8,9,0
2020-09-12,Region 3,Case Count,37,43,410,174,95,98,116,160,68,160,48,44,0
2020-09-12,Region 3,Deaths,0,0,0,0,0,0,0,<5,6,18,5,7,0
2020-09-12,Region 3,Hospitalization,0,0,7,0,<5,<5,<5,7,7,26,8,11,0
2020-09-12,Region 5,Case Count,51,68,466,180,117,101,111,151,72,151,47,32,<5
2020-09-12,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,9,<5,5,0
2020-09-12,Region 5,Hospitalization,0,0,<5,<5,0,0,<5,<5,<5,18,9,7,0
2020-09-12,Region 6,Case Count,127,218,1006,458,184,146,149,227,127,257,81,49,0
2020-09-12,Region 6,Deaths,0,0,<5,0,0,<5,<5,<5,<5,15,6,8,0
2020-09-12,Region 6,Hospitalization,0,0,<5,<5,<5,0,<5,5,6,21,8,7,0
2020-09-12,Region 7,Case Count,10,14,92,41,18,19,28,44,28,55,14,13,0
2020-09-12,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-09-12,Region 7,Hospitalization,0,0,<5,0,0,<5,0,0,<5,9,<5,<5,0
2020-09-12,Region 8,Case Count,16,30,138,54,25,29,36,53,30,67,21,16,0
2020-09-12,Region 8,Deaths,<5,0,0,0,0,0,<5,<5,0,5,<5,<5,0
2020-09-12,Region 8,Hospitalization,0,<5,<5,0,<5,<5,0,0,0,5,<5,<5,0
2020-09-19,Region 1,Case Count,107,155,852,453,120,124,159,216,97,179,42,40,0
2020-09-19,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,15,<5,8,0
2020-09-19,Region 1,Hospitalization,<5,<5,10,<5,<5,<5,7,13,9,23,9,5,0
2020-09-19,Region 2N,Case Count,201,76,1003,397,295,235,287,396,188,370,104,78,0
2020-09-19,Region 2N,Deaths,0,0,0,0,0,0,<5,<5,6,29,9,14,0
2020-09-19,Region 2N,Hospitalization,<5,0,10,5,<5,<5,11,16,13,46,15,18,0
2020-09-19,Region 2S,Case Count,175,151,1009,395,258,205,232,316,147,284,82,55,<5
2020-09-19,Region 2S,Deaths,0,0,<5,0,<5,<5,<5,6,5,27,11,11,0
2020-09-19,Region 2S,Hospitalization,<5,0,17,<5,8,5,8,11,9,26,8,9,0
2020-09-19,Region 3,Case Count,52,19,429,159,123,128,138,191,92,202,60,50,<5
2020-09-19,Region 3,Deaths,0,0,<5,0,0,<5,<5,<5,<5,18,7,8,0
2020-09-19,Region 3,Hospitalization,0,0,15,<5,6,7,12,16,12,42,18,12,0
2020-09-19,Region 5,Case Count,68,55,564,275,124,110,121,166,89,163,48,26,<5
2020-09-19,Region 5,Deaths,0,0,<5,0,<5,0,0,<5,5,15,7,<5,0
2020-09-19,Region 5,Hospitalization,0,<5,10,5,<5,<5,5,6,5,17,8,<5,0
2020-09-19,Region 6,Case Count,150,138,1009,447,221,203,208,300,151,274,80,43,0
2020-09-19,Region 6,Deaths,0,0,<5,0,0,<5,<5,<5,<5,15,<5,10,0
2020-09-19,Region 6,Hospitalization,0,0,9,<5,<5,5,7,7,5,16,6,5,0
2020-09-19,Region 7,Case Count,10,7,108,39,31,31,33,46,30,65,18,17,0
2020-09-19,Region 7,Deaths,0,0,0,0,0,0,0,0,<5,<5,0,<5,0
2020-09-19,Region 7,Hospitalization,0,0,0,0,0,0,0,0,<5,9,<5,<5,0
2020-09-19,Region 8,Case Count,54,28,284,104,74,78,70,103,62,134,33,39,0
2020-09-19,Region 8,Deaths,0,0,0,0,0,0,0,0,<5,15,<5,10,0
2020-09-19,Region 8,Hospitalization,0,0,<5,0,0,<5,<5,<5,<5,11,<5,6,0
2020-09-26,Region 1,Case Count,94,89,696,293,169,145,173,234,90,192,61,41,0
2020-09-26,Region 1,Deaths,0,0,<5,0,0,<5,<5,<5,<5,22,5,14,0
2020-09-26,Region 1,Hospitalization,0,0,11,<5,<5,6,7,10,6,22,9,7,0
2020-09-26,Region 2N,Case Count,148,59,930,337,276,258,278,394,200,369,109,60,0
2020-09-26,Region 2N,Deaths,0,0,0,0,0,0,<5,7,11,37,10,16,0
2020-09-26,Region 2N,Hospitalization,<5,0,19,6,9,<5,7,14,20,55,18,17,0
2020-09-26,Region 2S,Case Count,147,219,1031,401,216,195,223,298,124,252,77,51,0
2020-09-26,Region 2S,Deaths,0,0,<5,0,0,<5,<5,5,5,20,<5,11,0
2020-09-26,Region 2S,Hospitalization,<5,<5,11,<5,<5,5,10,17,16,45,11,18,0
2020-09-26,Region 3,Case Count,67,38,510,192,137,143,158,207,98,212,75,39,0
2020-09-26,Region 3,Deaths,0,0,0,0,0,0,<5,<5,5,29,11,13,0
2020-09-26,Region 3,Hospitalization,<5,<5,10,<5,<5,7,15,21,19,47,15,13,0
2020-09-26,Region 5,Case Count,97,54,620,237,174,155,153,210,100,194,59,35,0
2020-09-26,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,13,<5,5,0
2020-09-26,Region 5,Hospitalization,0,<5,<5,<5,<5,<5,7,10,9,27,8,10,0
2020-09-26,Region 6,Case Count,191,97,1008,424,255,232,251,346,163,315,98,54,0
2020-09-26,Region 6,Deaths,0,0,0,0,0,0,<5,<5,5,16,<5,8,0
2020-09-26,Region 6,Hospitalization,<5,0,11,5,<5,<5,6,10,10,26,11,5,0
2020-09-26,Region 7,Case Count,8,7,102,37,29,29,22,38,32,60,20,8,<5
2020-09-26,Region 7,Deaths,0,0,0,0,0,0,<5,<5,0,<5,<5,<5,0
2020-09-26,Region 7,Hospitalization,0,0,0,0,0,0,<5,<5,<5,9,5,<5,0
2020-09-26,Region 8,Case Count,56,29,401,145,101,126,117,167,99,216,70,47,0
2020-09-26,Region 8,Deaths,0,0,0,0,0,0,<5,<5,<5,15,<5,11,0
2020-09-26,Region 8,Hospitalization,0,0,<5,<5,0,<5,7,8,<5,26,13,10,0
2020-10-03,Region 1,Case Count,52,48,350,143,88,71,125,181,90,184,67,27,0
2020-10-03,Region 1,Deaths,0,0,0,0,0,0,0,<5,<5,14,<5,9,0
2020-10-03,Region 1,Hospitalization,0,0,<5,0,<5,<5,11,17,11,26,11,<5,0
2020-10-03,Region 2N,Case Count,124,37,617,223,165,192,215,284,116,261,74,71,0
2020-10-03,Region 2N,Deaths,0,0,<5,0,0,<5,<5,5,6,30,6,18,0
2020-10-03,Region 2N,Hospitalization,<5,<5,8,<5,<5,5,16,22,14,53,14,25,0
2020-10-03,Region 2S,Case Count,109,102,609,252,129,126,151,206,100,186,59,27,0
2020-10-03,Region 2S,Deaths,0,0,0,0,0,0,0,<5,<5,17,<5,9,0
2020-10-03,Region 2S,Hospitalization,<5,<5,14,5,<5,5,12,19,14,33,11,8,0
2020-10-03,Region 3,Case Count,64,27,336,128,81,100,94,144,104,217,70,43,0
2020-10-03,Region 3,Deaths,0,0,0,0,0,0,<5,<5,<5,23,6,14,0
2020-10-03,Region 3,Hospitalization,0,0,8,<5,<5,5,8,12,14,48,17,17,0
2020-10-03,Region 5,Case Count,78,48,559,182,171,158,142,212,125,211,56,30,<5
2020-10-03,Region 5,Deaths,0,0,0,0,0,0,0,0,<5,13,5,6,0
2020-10-03,Region 5,Hospitalization,0,0,8,<5,<5,5,8,9,6,27,9,12,0
2020-10-03,Region 6,Case Count,128,67,689,278,172,172,171,251,145,276,78,53,0
2020-10-03,Region 6,Deaths,0,0,<5,0,0,<5,0,<5,6,18,<5,9,0
2020-10-03,Region 6,Hospitalization,<5,<5,9,0,<5,7,6,16,21,43,9,13,0
2020-10-03,Region 7,Case Count,<5,6,59,13,21,19,26,38,24,46,14,8,0
2020-10-03,Region 7,Deaths,0,0,0,0,0,0,0,0,0,5,<5,<5,0
2020-10-03,Region 7,Hospitalization,0,0,0,0,0,0,<5,<5,<5,7,<5,<5,0
2020-10-03,Region 8,Case Count,54,20,263,109,74,60,87,133,94,214,74,46,0
2020-10-03,Region 8,Deaths,0,0,0,0,0,0,0,0,0,14,5,9,0
2020-10-03,Region 8,Hospitalization,0,<5,<5,0,0,0,0,<5,<5,15,5,6,0
2020-10-10,Region 1,Case Count,85,68,557,224,129,136,146,216,109,214,66,39,<5
2020-10-10,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,17,<5,13,0
2020-10-10,Region 1,Hospitalization,0,0,7,<5,0,6,10,13,<5,28,12,12,0
2020-10-10,Region 2N,Case Count,169,56,838,271,255,256,284,379,184,343,93,66,0
2020-10-10,Region 2N,Deaths,0,0,0,0,0,0,<5,<5,<5,27,11,12,0
2020-10-10,Region 2N,Hospitalization,<5,0,14,0,6,8,11,20,16,61,19,26,0
2020-10-10,Region 2S,Case Count,129,186,837,308,182,161,170,246,136,239,64,39,0
2020-10-10,Region 2S,Deaths,0,0,<5,<5,0,<5,<5,5,7,16,<5,5,0
2020-10-10,Region 2S,Hospitalization,<5,<5,17,7,7,<5,7,13,14,28,6,8,0
2020-10-10,Region 3,Case Count,82,26,393,112,118,137,172,248,161,305,83,61,0
2020-10-10,Region 3,Deaths,0,0,0,0,0,0,<5,<5,6,25,5,14,0
2020-10-10,Region 3,Hospitalization,0,0,8,<5,<5,<5,13,20,20,62,18,24,0
2020-10-10,Region 5,Case Count,118,60,713,242,208,203,210,312,178,298,89,31,<5
2020-10-10,Region 5,Deaths,0,0,<5,0,<5,0,<5,5,<5,16,7,6,0
2020-10-10,Region 5,Hospitalization,<5,0,5,<5,<5,<5,9,17,14,27,10,<5,0
2020-10-10,Region 6,Case Count,198,86,992,351,281,274,267,380,200,397,119,78,0
2020-10-10,Region 6,Deaths,0,0,0,0,0,0,0,<5,<5,15,8,<5,0
2020-10-10,Region 6,Hospitalization,<5,0,17,<5,6,7,10,19,14,52,17,21,0
2020-10-10,Region 7,Case Count,<5,<5,75,28,23,21,29,49,35,66,23,8,0
2020-10-10,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-10-10,Region 7,Hospitalization,0,0,<5,0,0,<5,0,<5,<5,9,5,<5,0
2020-10-10,Region 8,Case Count,39,11,288,85,101,91,118,181,99,197,58,40,<5
2020-10-10,Region 8,Deaths,0,0,<5,<5,0,<5,<5,<5,<5,8,<5,<5,0
2020-10-10,Region 8,Hospitalization,0,0,<5,<5,<5,<5,<5,7,7,9,0,<5,0
2020-10-17,Region 1,Case Count,99,63,603,233,157,150,187,274,153,272,79,40,<5
2020-10-17,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,20,11,8,0
2020-10-17,Region 1,Hospitalization,0,0,13,<5,8,<5,7,12,8,54,27,19,0
2020-10-17,Region 2N,Case Count,194,72,1037,381,295,289,344,508,252,498,164,82,0
2020-10-17,Region 2N,Deaths,0,0,<5,0,0,<5,<5,5,6,37,12,19,0
2020-10-17,Region 2N,Hospitalization,<5,0,13,<5,6,5,14,21,17,79,37,25,0
2020-10-17,Region 2S,Case Count,136,275,1074,394,192,213,240,301,123,243,76,44,<5
2020-10-17,Region 2S,Deaths,0,0,0,0,0,0,<5,<5,5,19,<5,13,0
2020-10-17,Region 2S,Hospitalization,0,<5,20,5,7,7,6,12,15,40,11,14,0
2020-10-17,Region 3,Case Count,99,31,517,176,146,164,205,291,150,314,115,49,<5
2020-10-17,Region 3,Deaths,0,0,<5,0,0,<5,<5,<5,<5,23,8,13,0
2020-10-17,Region 3,Hospitalization,0,0,14,<5,<5,7,18,26,16,60,27,17,0
2020-10-17,Region 5,Case Count,143,63,837,286,254,234,285,402,193,379,122,64,<5
2020-10-17,Region 5,Deaths,0,0,0,0,0,0,<5,6,5,30,8,17,0
2020-10-17,Region 5,Hospitalization,0,0,7,<5,5,<5,15,21,13,47,16,18,0
2020-10-17,Region 6,Case Count,202,94,1157,432,344,287,312,472,276,520,141,103,0
2020-10-17,Region 6,Deaths,0,0,0,0,0,0,<5,<5,<5,24,<5,18,0
2020-10-17,Region 6,Hospitalization,<5,0,21,<5,11,7,16,27,25,61,14,22,0
2020-10-17,Region 7,Case Count,16,6,137,45,38,48,55,83,47,95,34,14,0
2020-10-17,Region 7,Deaths,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0
2020-10-17,Region 7,Hospitalization,0,0,<5,0,<5,<5,<5,6,5,17,6,6,0
2020-10-17,Region 8,Case Count,85,25,396,128,125,118,140,199,103,207,62,42,<5
2020-10-17,Region 8,Deaths,0,0,<5,0,0,<5,<5,<5,<5,20,<5,14,0
2020-10-17,Region 8,Hospitalization,0,0,<5,<5,0,<5,<5,5,<5,25,9,12,0
2020-10-24,Region 1,Case Count,116,63,800,296,224,217,232,352,222,392,99,71,<5
2020-10-24,Region 1,Deaths,0,0,<5,<5,0,0,<5,5,7,30,11,12,0
2020-10-24,Region 1,Hospitalization,0,0,8,<5,<5,<5,10,20,19,55,19,17,0
2020-10-24,Region 2N,Case Count,325,83,1486,561,437,405,512,717,364,691,227,100,<5
2020-10-24,Region 2N,Deaths,0,0,<5,0,0,<5,0,<5,8,49,16,25,0
2020-10-24,Region 2N,Hospitalization,0,0,12,<5,<5,8,15,35,33,106,42,31,0
2020-10-24,Region 2S,Case Count,221,216,1439,555,333,335,316,434,214,380,90,76,<5
2020-10-24,Region 2S,Deaths,0,0,<5,0,0,<5,6,8,<5,32,11,17,0
2020-10-24,Region 2S,Hospitalization,0,<5,31,5,13,11,21,30,21,49,15,13,0
2020-10-24,Region 3,Case Count,155,52,780,256,236,236,257,398,249,496,166,81,<5
2020-10-24,Region 3,Deaths,0,0,0,0,0,0,<5,5,7,41,11,23,0
2020-10-24,Region 3,Hospitalization,<5,0,16,<5,<5,9,17,33,33,86,28,25,0
2020-10-24,Region 5,Case Count,229,62,1027,324,281,360,323,472,267,496,162,67,<5
2020-10-24,Region 5,Deaths,0,0,5,<5,0,<5,<5,<5,<5,28,14,13,0
2020-10-24,Region 5,Hospitalization,<5,0,9,0,<5,7,8,19,24,71,28,19,0
2020-10-24,Region 6,Case Count,335,106,1821,674,572,469,500,735,400,779,225,154,0
2020-10-24,Region 6,Deaths,0,0,<5,0,0,<5,<5,9,10,57,11,36,0
2020-10-24,Region 6,Hospitalization,<5,<5,22,<5,6,12,17,32,30,92,29,33,0
2020-10-24,Region 7,Case Count,32,11,264,79,96,78,121,177,95,168,55,18,0
2020-10-24,Region 7,Deaths,0,0,0,0,0,0,0,0,0,10,5,5,0
2020-10-24,Region 7,Hospitalization,0,0,<5,0,<5,<5,5,7,<5,17,9,<5,0
2020-10-24,Region 8,Case Count,82,22,405,149,114,120,171,246,146,288,94,48,<5
2020-10-24,Region 8,Deaths,0,0,<5,0,<5,0,0,<5,<5,17,<5,10,0
2020-10-24,Region 8,Hospitalization,0,0,<5,<5,<5,<5,<5,<5,8,28,12,8,0
2020-10-31,Region 1,Case Count,188,91,1102,407,318,286,299,436,242,509,181,86,<5
2020-10-31,Region 1,Deaths,0,0,<5,0,0,<5,<5,<5,<5,27,12,12,0
2020-10-31,Region 1,Hospitalization,<5,0,19,5,<5,10,7,12,16,60,25,19,0
2020-10-31,Region 2N,Case Count,481,121,2363,883,703,656,748,1049,535,970,295,140,<5
2020-10-31,Region 2N,Deaths,0,0,<5,0,<5,<5,<5,7,12,54,13,29,0
2020-10-31,Region 2N,Hospitalization,<5,0,24,<5,8,13,15,29,36,99,28,35,0
2020-10-31,Region 2S,Case Count,363,124,1772,721,458,469,465,668,346,570,127,97,<5
2020-10-31,Region 2S,Deaths,0,0,<5,0,<5,<5,<5,6,6,36,8,22,0
2020-10-31,Region 2S,Hospitalization,<5,<5,22,<5,7,11,21,37,23,76,27,26,0
2020-10-31,Region 3,Case Count,222,71,1189,407,376,335,404,595,348,674,216,110,<5
2020-10-31,Region 3,Deaths,0,0,<5,<5,<5,<5,<5,8,8,48,13,27,0
2020-10-31,Region 3,Hospitalization,<5,<5,22,<5,7,12,17,33,31,98,34,33,0
2020-10-31,Region 5,Case Count,312,94,1377,421,410,452,404,593,338,647,186,123,0
2020-10-31,Region 5,Deaths,0,0,<5,0,0,<5,<5,<5,<5,34,12,21,0
2020-10-31,Region 5,Hospitalization,<5,0,10,<5,<5,<5,13,17,13,68,29,26,0
2020-10-31,Region 6,Case Count,490,148,2865,1109,864,744,734,1029,553,1083,334,196,0
2020-10-31,Region 6,Deaths,0,0,<5,0,<5,<5,<5,<5,6,58,12,40,0
2020-10-31,Region 6,Hospitalization,5,<5,22,<5,7,10,11,21,27,96,37,32,0
2020-10-31,Region 7,Case Count,54,18,348,127,92,111,135,198,111,248,95,42,0
2020-10-31,Region 7,Deaths,0,0,0,0,0,0,<5,<5,<5,24,7,16,0
2020-10-31,Region 7,Hospitalization,0,0,<5,0,0,<5,7,9,5,25,10,10,0
2020-10-31,Region 8,Case Count,99,49,574,208,145,172,193,297,182,359,104,73,<5
2020-10-31,Region 8,Deaths,0,0,0,0,0,0,<5,<5,0,23,7,16,0
2020-10-31,Region 8,Hospitalization,0,0,<5,<5,<5,<5,6,9,8,33,16,9,0
2020-11-07,Region 1,Case Count,311,143,1748,683,480,442,502,682,362,710,234,114,5
2020-11-07,Region 1,Deaths,0,0,0,0,0,0,<5,7,7,50,18,25,0
2020-11-07,Region 1,Hospitalization,0,<5,20,<5,7,11,19,31,26,92,41,25,0
2020-11-07,Region 2N,Case Count,796,224,3795,1534,1044,993,1178,1632,815,1479,424,240,8
2020-11-07,Region 2N,Deaths,0,0,<5,<5,0,<5,<5,10,17,95,31,47,0
2020-11-07,Region 2N,Hospitalization,<5,0,22,7,<5,12,26,40,39,131,35,57,0
2020-11-07,Region 2S,Case Count,579,226,2795,1153,724,692,699,1012,534,906,237,135,6
2020-11-07,Region 2S,Deaths,0,0,<5,0,0,<5,8,16,16,75,22,37,0
2020-11-07,Region 2S,Hospitalization,<5,0,19,6,<5,9,17,31,28,91,36,27,0
2020-11-07,Region 3,Case Count,345,103,2166,770,614,679,621,886,504,1013,333,176,7
2020-11-07,Region 3,Deaths,0,0,<5,0,0,<5,<5,11,19,84,31,34,0
2020-11-07,Region 3,Hospitalization,<5,0,23,7,<5,12,22,47,52,162,57,53,0
2020-11-07,Region 5,Case Count,456,145,1994,635,602,612,670,967,520,1055,350,185,<5
2020-11-07,Region 5,Deaths,0,0,0,0,0,0,<5,6,12,61,16,33,0
2020-11-07,Region 5,Hospitalization,<5,0,15,<5,5,7,18,26,21,94,43,30,0
2020-11-07,Region 6,Case Count,843,316,4348,1702,1183,1147,1211,1734,942,1896,613,341,<5
2020-11-07,Region 6,Deaths,<5,0,<5,<5,0,0,6,16,20,122,51,51,0
2020-11-07,Region 6,Hospitalization,<5,0,23,6,9,8,20,38,33,122,59,30,0
2020-11-07,Region 7,Case Count,72,30,532,170,157,175,198,305,183,354,112,59,0
2020-11-07,Region 7,Deaths,0,0,<5,0,<5,0,<5,<5,<5,18,<5,10,0
2020-11-07,Region 7,Hospitalization,0,0,8,<5,<5,<5,<5,9,10,49,22,17,0
2020-11-07,Region 8,Case Count,149,75,790,309,216,190,212,333,220,428,123,85,<5
2020-11-07,Region 8,Deaths,0,0,0,0,0,0,<5,<5,<5,27,8,16,0
2020-11-07,Region 8,Hospitalization,0,0,5,<5,<5,<5,5,9,14,51,21,16,0
2020-11-14,Region 1,Case Count,429,181,2234,827,603,623,736,1019,540,974,293,141,<5
2020-11-14,Region 1,Deaths,0,0,<5,<5,<5,<5,<5,6,7,44,15,22,0
2020-11-14,Region 1,Hospitalization,<5,0,15,6,<5,7,16,30,31,103,39,33,0
2020-11-14,Region 2N,Case Count,950,284,4681,1753,1309,1335,1563,2224,1162,2087,632,293,5
2020-11-14,Region 2N,Deaths,<5,0,<5,<5,0,<5,9,21,26,140,44,70,0
2020-11-14,Region 2N,Hospitalization,6,<5,21,<5,<5,12,20,33,40,183,66,77,0
2020-11-14,Region 2S,Case Count,784,282,3817,1486,1091,958,1026,1458,716,1251,355,180,9
2020-11-14,Region 2S,Deaths,0,0,6,<5,<5,<5,7,14,12,67,25,30,0
2020-11-14,Region 2S,Hospitalization,<5,<5,32,6,8,17,25,46,34,95,36,25,0
2020-11-14,Region 3,Case Count,449,149,2801,960,819,873,895,1297,720,1412,476,216,6
2020-11-14,Region 3,Deaths,0,0,<5,0,<5,<5,6,13,25,123,38,60,0
2020-11-14,Region 3,Hospitalization,<5,0,23,<5,7,12,26,39,50,194,85,59,0
2020-11-14,Region 5,Case Count,425,126,2116,695,659,636,686,1006,557,1126,357,212,<5
2020-11-14,Region 5,Deaths,0,0,<5,0,<5,<5,6,9,6,54,17,31,0
2020-11-14,Region 5,Hospitalization,0,0,16,<5,<5,10,14,19,19,87,36,32,0
2020-11-14,Region 6,Case Count,995,328,5030,1893,1346,1463,1442,2073,1098,2073,612,363,<5
2020-11-14,Region 6,Deaths,0,0,<5,0,<5,<5,<5,10,12,125,42,71,0
2020-11-14,Region 6,Hospitalization,<5,<5,28,8,8,11,17,31,34,134,46,54,0
2020-11-14,Region 7,Case Count,109,46,592,184,179,183,223,354,254,490,167,69,<5
2020-11-14,Region 7,Deaths,0,0,0,0,0,0,<5,<5,<5,25,10,14,0
2020-11-14,Region 7,Hospitalization,0,<5,<5,0,0,0,<5,9,14,45,14,17,0
2020-11-14,Region 8,Case Count,169,58,651,225,174,194,201,294,195,421,137,89,0
2020-11-14,Region 8,Deaths,0,0,0,0,0,0,0,<5,<5,27,7,17,0
2020-11-14,Region 8,Hospitalization,0,0,<5,<5,0,0,<5,8,14,53,26,13,0
2020-11-21,Region 1,Case Count,389,164,2084,719,560,641,682,961,472,943,289,182,7
2020-11-21,Region 1,Deaths,0,0,<5,<5,<5,<5,<5,<5,7,60,21,32,0
2020-11-21,Region 1,Hospitalization,<5,<5,23,<5,9,11,16,27,35,102,32,35,0
2020-11-21,Region 2N,Case Count,839,246,4621,1631,1360,1384,1562,2223,1143,2095,635,317,6
2020-11-21,Region 2N,Deaths,0,0,7,<5,<5,<5,7,14,15,136,43,78,0
